ID_RESENA,PK_RELACIONAL,NOMBRE_RECURSO,BARRIO_RECURSO,CATEGORIA_RECURSO,TEXTO_RESENA,CALIFICACION,FECHA,IDIOMA,AUTOR_SINTETICO,DATASET_SINTETICO
C0008302,R005540,MESON LA PEÑA SORINA,Zofío,restaurantes,"Excellent rapport qualite-prix, on a adore, une tres belle experience.",5,2023-05-06,fr,Nuria G.,True
C0008303,R005545,B-R EL TENEDOR,Zofío,restaurantes,"Repetiremos. El pescado y la carne de primera, raciones generosas.",4,2023-03-05,es,Elena B.,True
C0008304,R005545,B-R EL TENEDOR,Zofío,restaurantes,"Loved it. Beautiful and well kept, the staff were lovely, we loved every minute.",5,2024-07-09,en,Ivan V.,True
C0008305,R005545,B-R EL TENEDOR,Zofío,restaurantes,"Ein wunderbares Erlebnis, hat uns sehr gefallen, freundliches Personal.",5,2025-05-14,de,Pablo P.,True
C0008306,R005546,CHURRERIA FRUTOS SECOS,Pradolongo,restaurantes,"La comida correcta sin destacar, cumple para una comida rapida, ambiente sencillo. Cumple.",3,2023-12-14,es,Elena C.,True
C0008307,R005546,CHURRERIA FRUTOS SECOS,Pradolongo,restaurantes,"El pescado y la carne de primera, postres caseros deliciosos. Merece mucho la pena.",4,2023-12-19,es,Olivia V.,True
C0008308,R005546,CHURRERIA FRUTOS SECOS,Pradolongo,restaurantes,"Highly recommended. Stunning place, one of the highlights of our trip.",5,2024-10-13,en,Lucia B.,True
C0008309,R005546,CHURRERIA FRUTOS SECOS,Pradolongo,restaurantes,"Nichts Besonderes, ganz okay, durchschnittlich.",3,2023-06-19,de,Sofia M.,True
C0008310,R005546,CHURRERIA FRUTOS SECOS,Pradolongo,restaurantes,"Para ser sinceros, raciones normales, carta corta pero suficiente, precio ajustado. Cumple.",3,2025-04-15,es,Ana G.,True
C0008311,R005546,CHURRERIA FRUTOS SECOS,Pradolongo,restaurantes,"Precio ajustado, cumple para una comida rapida.",3,2023-10-02,es,Marie T.,True
C0008312,R005547,BAR LA BLANCA PALOMA,Pradolongo,restaurantes,"Repetiremos. El pescado y la carne de primera, postres caseros deliciosos, las tapas riquisimas.",4,2025-10-12,es,Ivan M.,True
C0008313,R005548,ENERGY SPORT CENTER,Águilas,deporte,"Monitores atentos, perfecto para entrenar. Merece mucho la pena.",4,2025-07-31,es,Hans G.,True
C0008314,R005551,PANADERIA PANABOL,Pradolongo,restaurantes,"En general, el servicio algo lento pero amable, cumple para una comida rapida. Sin mas.",5,2025-05-20,es,Nuria V.,True
C0008315,R005553,BAR RESTAURANTE,Pradolongo,restaurantes,"La comida correcta sin destacar, raciones normales.",3,2023-09-28,es,Chiara H.,True
C0008316,R005554,BAR LA PARADA 66,Zofío,restaurantes,"La verdad, ambiente sencillo, raciones normales, carta corta pero suficiente. Ni fu ni fa.",4,2024-10-03,es,Carlos L.,True
C0008317,R005554,BAR LA PARADA 66,Zofío,restaurantes,"Volveremos seguro. Postres caseros deliciosos, terraza agradable para cenar, el servicio atento y cercano. Lo recomiendo.",4,2025-02-25,es,Sofia V.,True
C0008318,R005558,BAR LOS ASTURIANOS,Pradolongo,restaurantes,"Nos encanto. Cocina tradicional bien ejecutada, ambiente acogedor, el vino de la casa acompaña genial.",5,2025-05-11,es,Diego R.,True
C0008319,R005560,BAR HOLA FU,Pradolongo,restaurantes,"Repetiremos. La comida estaba deliciosa, postres caseros deliciosos. Un 10.",4,2025-11-21,es,Clara R.,True
C0008320,R005560,BAR HOLA FU,Pradolongo,restaurantes,"Loved it. The staff were lovely, one of the highlights of our trip.",4,2023-01-21,en,Pedro V.,True
C0008321,R005560,BAR HOLA FU,Pradolongo,restaurantes,"Muy recomendable. Postres caseros deliciosos, la paella espectacular. Volveremos.",5,2023-06-10,es,Luis S.,True
C0008322,R005560,BAR HOLA FU,Pradolongo,restaurantes,"Va bene per una visita veloce, niente di speciale, abbastanza affollato.",3,2025-07-24,it,Joao T.,True
C0008323,R005560,BAR HOLA FU,Pradolongo,restaurantes,"Highly recommended. Beautiful and well kept, we loved every minute, great value for money.",4,2024-09-14,en,Emma C.,True
C0008324,R005561,BAR RESTAURANTE,Pradolongo,restaurantes,"Muy recomendable. Ambiente acogedor, buena relacion calidad-precio. Lo recomiendo.",5,2023-10-02,es,Pedro F.,True
C0008325,R005561,BAR RESTAURANTE,Pradolongo,restaurantes,"Loved it. The food was delicious, clean and welcoming.",5,2023-06-19,en,Giulia H.,True
C0008326,R005561,BAR RESTAURANTE,Pradolongo,restaurantes,"Une tres belle experience, endroit magnifique, personnel adorable.",5,2024-05-01,fr,Joao L.,True
C0008327,R005561,BAR RESTAURANTE,Pradolongo,restaurantes,"Loved it. We loved every minute, one of the highlights of our trip.",5,2025-09-17,en,Pedro P.,True
C0008328,R005561,BAR RESTAURANTE,Pradolongo,restaurantes,"Ottimo rapporto qualita-prezzo, posto stupendo, personale gentile.",5,2023-03-01,it,Ivan M.,True
C0008329,R005561,BAR RESTAURANTE,Pradolongo,restaurantes,"Muy recomendable. Ambiente acogedor, el vino de la casa acompaña genial, el pescado y la carne de primera. Merece mucho la pena.",4,2023-04-10,es,Tom S.,True
C0008330,R005562,CERVECERIA PRISCO,Entrevías,restaurantes,"Clean and welcoming, beautiful and well kept, the food was delicious.",4,2023-05-10,en,Sophie F.,True
C0008331,R005564,ELECTROCOCINAS MADEIRA,Entrevías,restaurantes,"Cocina tradicional bien ejecutada, postres caseros deliciosos, la comida estaba deliciosa. Un 10.",5,2023-06-21,es,Lucia G.,True
C0008332,R005565,BAR PARALELO 83,Entrevías,restaurantes,"En general, carta corta pero suficiente, la comida correcta sin destacar, cumple para una comida rapida.",3,2025-05-07,es,Hans T.,True
C0008333,R005565,BAR PARALELO 83,Entrevías,restaurantes,"Para ser sinceros, ambiente sencillo, la comida correcta sin destacar. Cumple.",3,2025-04-27,es,Sofia H.,True
C0008334,R005569,BAR BENJAMIN,Moscardó,restaurantes,"Nos encanto. Cocina tradicional bien ejecutada, platos caseros llenos de sabor. Volveremos.",5,2023-11-03,es,Elena M.,True
C0008335,R005569,BAR BENJAMIN,Moscardó,restaurantes,"Repetiremos. El pescado y la carne de primera, terraza agradable para cenar. Merece mucho la pena.",4,2025-08-10,es,Javier S.,True
C0008336,R005570,BAR 4 FAROLES,Moscardó,restaurantes,"Nos encanto. El servicio atento y cercano, postres caseros deliciosos, cocina tradicional bien ejecutada.",4,2025-04-26,es,Marie T.,True
C0008337,R005570,BAR 4 FAROLES,Moscardó,restaurantes,"Loved it. We loved every minute, the food was delicious, stunning place.",5,2024-06-16,en,Marco G.,True
C0008338,R005570,BAR 4 FAROLES,Moscardó,restaurantes,"Nos encanto. Platos caseros llenos de sabor, las tapas riquisimas. Un 10.",4,2023-08-03,es,Luis C.,True
C0008339,R005570,BAR 4 FAROLES,Moscardó,restaurantes,"Absolutely worth the visit, one of the highlights of our trip.",4,2024-12-18,en,Nuria V.,True
C0008340,R005570,BAR 4 FAROLES,Moscardó,restaurantes,"Volveremos seguro. Productos muy frescos, cocina tradicional bien ejecutada, la comida estaba deliciosa.",5,2024-05-27,es,Chiara F.,True
C0008341,R005572,BODEGA FRUTOS,San Diego,restaurantes,"Une tres belle experience, personnel adorable, endroit magnifique.",5,2025-03-28,fr,Ana H.,True
C0008342,R005573,POPEYES ,San Diego,restaurantes,"Repetiremos. Productos muy frescos, la comida estaba deliciosa. Lo recomiendo.",5,2023-08-07,es,Pablo L.,True
C0008343,R005574,GRANIER MONTE IGUELDO,San Diego,restaurantes,"The staff were lovely, one of the highlights of our trip.",5,2023-11-23,en,Sergio L.,True
C0008344,R005574,GRANIER MONTE IGUELDO,San Diego,restaurantes,"La comida estaba deliciosa, el vino de la casa acompaña genial, terraza agradable para cenar. Volveremos.",4,2023-01-07,es,Sergio M.,True
C0008345,R005574,GRANIER MONTE IGUELDO,San Diego,restaurantes,"Repetiremos. El pescado y la carne de primera, terraza agradable para cenar, ambiente acogedor. Merece mucho la pena.",4,2024-05-11,es,Pedro S.,True
C0008346,R005574,GRANIER MONTE IGUELDO,San Diego,restaurantes,"Personale gentile, posto stupendo.",4,2023-08-13,it,Tom V.,True
C0008347,R005574,GRANIER MONTE IGUELDO,San Diego,restaurantes,"Repetiremos. Productos muy frescos, la comida estaba deliciosa. Volveremos.",4,2024-04-28,es,Pedro G.,True
C0008348,R005575,LOTERIA Y APUESTAS DEL ESTADO ADM. 227,Zofío,ocio,"La verdad, bien aunque un poco caro, esta entretenido sin mas, correcto para pasar el rato.",4,2025-01-05,es,Joao L.,True
C0008349,R005575,LOTERIA Y APUESTAS DEL ESTADO ADM. 227,Zofío,ocio,"Volveremos seguro. Ideal para ir con amigos, lo pasamos genial, muy divertido y bien organizado.",5,2023-06-15,es,Joao P.,True
C0008350,R005576,BAR CORDERO RESTAURANTE,Zofío,restaurantes,"Highly recommended. A wonderful experience, we loved every minute, stunning place.",4,2023-09-16,en,Olivia R.,True
C0008351,R005577,LONGINOS HOUSE,Pradolongo,restaurantes,"Repetiremos. La comida estaba deliciosa, la paella espectacular. Volveremos.",5,2023-08-04,es,Marie V.,True
C0008352,R005577,LONGINOS HOUSE,Pradolongo,restaurantes,"Hat uns sehr gefallen, toller Ort.",5,2023-05-29,de,Joao P.,True
C0008353,R005579,IMPERMER,Pradolongo,deporte,"Volveremos seguro. Material moderno y cuidado, buena relacion calidad-precio. Volveremos.",5,2024-04-16,es,Pablo G.,True
C0008354,R005582,IGO PASTA,Pradolongo,restaurantes,"Une tres belle experience, personnel adorable, endroit magnifique.",4,2024-06-12,fr,Javier T.,True
C0008355,R005582,IGO PASTA,Pradolongo,restaurantes,"Decent for a quick visit, nothing special but fine, a bit crowded.",3,2024-04-24,en,Sergio S.,True
C0008356,R005582,IGO PASTA,Pradolongo,restaurantes,"Repetiremos. Cocina tradicional bien ejecutada, el vino de la casa acompaña genial.",4,2023-03-02,es,Hans H.,True
C0008357,R005583,LA FANG SHE ,Pradolongo,restaurantes,"Correct sans plus, un peu bonde, dans la moyenne.",4,2023-01-18,fr,Diego S.,True
C0008358,R005584,ROTULO EN CHINO,Pradolongo,restaurantes,"Volveremos seguro. Buena relacion calidad-precio, raciones generosas. Un 10.",5,2024-01-22,es,Tom S.,True
C0008359,R005584,ROTULO EN CHINO,Pradolongo,restaurantes,"Highly recommended. The food was delicious, clean and welcoming.",5,2023-02-01,en,Olivia R.,True
C0008360,R005585,CERVECERIA ANGEL LUIS,Pradolongo,restaurantes,"Raciones normales, el servicio algo lento pero amable, carta corta pero suficiente. Cumple.",3,2025-10-15,es,Sophie S.,True
C0008361,R005586,EL BOTI,Entrevías,restaurantes,"Freundliches Personal, gutes Preis-Leistungs-Verhaeltnis, hat uns sehr gefallen.",4,2024-09-24,de,Javier R.,True
C0008362,R005587,BAR SEVILLA,Entrevías,restaurantes,"Loved it. Great value for money, the food was delicious.",4,2025-12-26,en,Paul B.,True
C0008363,R005587,BAR SEVILLA,Entrevías,restaurantes,"Would not return, poor service.",3,2023-04-06,en,Paul B.,True
C0008364,R005588,BAR BODEGA ISMAEL,Entrevías,restaurantes,"Ein wunderbares Erlebnis, hat uns sehr gefallen, freundliches Personal.",4,2024-03-30,de,John V.,True
C0008365,R005591,CERVECERIA CORDOBA,Entrevías,restaurantes,"Carta corta pero suficiente, raciones normales, cumple para una comida rapida. Ni fu ni fa.",4,2025-11-26,es,Diego P.,True
C0008366,R005592,LOCO PIZZA,Almendrales,restaurantes,"Nos encanto. La comida estaba deliciosa, postres caseros deliciosos, productos muy frescos. Merece mucho la pena.",4,2024-03-25,es,Diego B.,True
C0008367,R005592,LOCO PIZZA,Almendrales,restaurantes,"Nos encanto. Platos caseros llenos de sabor, productos muy frescos, buena relacion calidad-precio.",5,2023-12-17,es,Hans F.,True
C0008368,R005592,LOCO PIZZA,Almendrales,restaurantes,"Repetiremos. Ambiente acogedor, postres caseros deliciosos. Volveremos.",5,2023-04-21,es,Liam H.,True
C0008369,R005593,CEPSA,San Diego,ocio,"Highly recommended. Stunning place, beautiful and well kept, the food was delicious.",5,2024-12-30,en,Pablo L.,True
C0008370,R005594,EL MANA NORTEÑO,San Diego,restaurantes,"Loved it. We loved every minute, clean and welcoming, the staff were lovely.",5,2024-05-24,en,Ana C.,True
C0008371,R005594,EL MANA NORTEÑO,San Diego,restaurantes,"Endroit magnifique, personnel adorable.",5,2024-09-06,fr,Anna C.,True
C0008372,R005595,LOTERIA Y APUESTAS DEL ESTADO SAN JOSE ADMINISTRACION Nº5,San Diego,ocio,"Volveremos seguro. Gran ambiente, repetiremos seguro. Merece mucho la pena.",4,2024-06-09,es,Elena R.,True
C0008373,R005595,LOTERIA Y APUESTAS DEL ESTADO SAN JOSE ADMINISTRACION Nº5,San Diego,ocio,"Para ser sinceros, correcto para pasar el rato, bien aunque un poco caro, esta entretenido sin mas. Ni fu ni fa.",5,2023-08-18,es,Elena P.,True
C0008374,R005595,LOTERIA Y APUESTAS DEL ESTADO SAN JOSE ADMINISTRACION Nº5,San Diego,ocio,"Nos encanto. Perfecto para una tarde diferente, un plan estupendo, lo pasamos genial. Un 10.",5,2023-01-14,es,John V.,True
C0008375,R005595,LOTERIA Y APUESTAS DEL ESTADO SAN JOSE ADMINISTRACION Nº5,San Diego,ocio,"Nos encanto. Ideal para ir con amigos, repetiremos seguro, muy divertido y bien organizado. Merece mucho la pena.",5,2025-12-20,es,Paul H.,True
C0008376,R005596,EL FAMOSO POLLO AL CARBÓN,San Diego,restaurantes,"Repetiremos. Productos muy frescos, raciones generosas. Un 10.",5,2023-10-04,es,Paul M.,True
C0008377,R005597,LA PECERA DEL CALEÑO,San Diego,restaurantes,"Honestly, decent for a quick visit, it was okay, average overall.",3,2024-08-21,en,Carlos T.,True
C0008378,R005598,BAR VEN Y VERÁS ( STELA ),San Diego,restaurantes,"Volveremos seguro. El servicio atento y cercano, terraza agradable para cenar, postres caseros deliciosos. Volveremos.",4,2023-10-17,es,Carlos L.,True
C0008379,R005598,BAR VEN Y VERÁS ( STELA ),San Diego,restaurantes,"Volveremos seguro. Terraza agradable para cenar, el pescado y la carne de primera. Un 10.",4,2023-04-13,es,Sofia F.,True
C0008380,R005599,RESTAURANTE MANOS CHICLAYANAS,San Diego,restaurantes,"Muy recomendable. La paella espectacular, terraza agradable para cenar, buena relacion calidad-precio. Lo recomiendo.",4,2025-02-21,es,Sofia T.,True
C0008381,R005600,LA ABUELA GOMELA,San Diego,restaurantes,"Repetiremos. El vino de la casa acompaña genial, terraza agradable para cenar, postres caseros deliciosos.",5,2025-03-31,es,Clara B.,True
C0008382,R005600,LA ABUELA GOMELA,San Diego,restaurantes,"Volveremos seguro. Productos muy frescos, buena relacion calidad-precio, terraza agradable para cenar.",4,2025-06-09,es,Elena G.,True
C0008383,R005600,LA ABUELA GOMELA,San Diego,restaurantes,"La comida correcta sin destacar, carta corta pero suficiente, ambiente sencillo. Ni fu ni fa.",5,2024-07-25,es,Elena S.,True
C0008384,R005600,LA ABUELA GOMELA,San Diego,restaurantes,"Muy recomendable. El servicio atento y cercano, raciones generosas. Lo recomiendo.",4,2023-03-26,es,Diego V.,True
C0008385,R005601,MUESTRA OPACA,San Diego,restaurantes,"Troppa gente, molto deludente, troppo caro.",2,2024-01-21,it,Marie G.,True
C0008386,R005601,MUESTRA OPACA,San Diego,restaurantes,"Una pena. Demasiado ruido dentro, la comida llego fria. No volvere.",1,2023-12-30,es,Emma R.,True
C0008387,R005601,MUESTRA OPACA,San Diego,restaurantes,"En general, carta corta pero suficiente, la comida correcta sin destacar. Ni fu ni fa.",3,2023-08-30,es,Laura F.,True
C0008388,R005601,MUESTRA OPACA,San Diego,restaurantes,"Fuer einen kurzen Besuch in Ordnung, nichts Besonderes, durchschnittlich.",4,2024-05-17,de,Marco P.,True
C0008389,R005601,MUESTRA OPACA,San Diego,restaurantes,"Freundliches Personal, hat uns sehr gefallen.",4,2023-02-18,de,Diego V.,True
C0008390,R005601,MUESTRA OPACA,San Diego,restaurantes,"Volveremos seguro. Postres caseros deliciosos, platos caseros llenos de sabor, buena relacion calidad-precio. Merece mucho la pena.",4,2025-03-28,es,Pablo C.,True
C0008391,R005601,MUESTRA OPACA,San Diego,restaurantes,"Too crowded to enjoy, not very clean.",2,2024-07-14,en,Sergio P.,True
C0008392,R005602,CAFE DIAR,San Diego,restaurantes,"On a adore, endroit magnifique.",4,2024-03-01,fr,Sophie V.,True
C0008393,R005602,CAFE DIAR,San Diego,restaurantes,"Muy recomendable. Productos muy frescos, la comida estaba deliciosa, cocina tradicional bien ejecutada. Lo recomiendo.",4,2023-01-13,es,Joao V.,True
C0008394,R005602,CAFE DIAR,San Diego,restaurantes,"Repetiremos. Raciones generosas, platos caseros llenos de sabor. Lo recomiendo.",5,2023-12-01,es,Pedro V.,True
C0008395,R005603,RESTAURANTE NORKY S,San Diego,restaurantes,"Beautiful and well kept, a wonderful experience, one of the highlights of our trip.",5,2025-09-13,en,Ivan C.,True
C0008396,R005603,RESTAURANTE NORKY S,San Diego,restaurantes,"Highly recommended. Beautiful and well kept, the staff were lovely, stunning place.",5,2023-02-04,en,Sergio R.,True
C0008397,R005606,LOS DOS AMIGOS,San Diego,restaurantes,"Loved it. Stunning place, clean and welcoming.",4,2025-07-23,en,Giulia T.,True
C0008398,R005607,BAR SAN DIEGO,San Diego,restaurantes,"Repetiremos. Buena relacion calidad-precio, la paella espectacular, terraza agradable para cenar. Lo recomiendo.",4,2023-11-20,es,Luis M.,True
C0008399,R005607,BAR SAN DIEGO,San Diego,restaurantes,"Fuer einen kurzen Besuch in Ordnung, durchschnittlich, nichts Besonderes.",5,2024-08-11,de,Emma B.,True
C0008400,R005608,TABERNA SANDRA,San Diego,restaurantes,"Repetiremos. Buena relacion calidad-precio, las tapas riquisimas. Lo recomiendo.",5,2025-01-09,es,Pedro T.,True
C0008401,R005608,TABERNA SANDRA,San Diego,restaurantes,"Endroit magnifique, une tres belle experience.",4,2023-07-25,fr,Tom R.,True
C0008402,R005608,TABERNA SANDRA,San Diego,restaurantes,"Muy recomendable. Buena relacion calidad-precio, terraza agradable para cenar. Lo recomiendo.",5,2024-08-21,es,Javier M.,True
C0008403,R005608,TABERNA SANDRA,San Diego,restaurantes,"Volveremos seguro. Terraza agradable para cenar, el pescado y la carne de primera. Lo recomiendo.",5,2024-01-06,es,Carlos R.,True
C0008404,R005608,TABERNA SANDRA,San Diego,restaurantes,"Muy recomendable. La comida estaba deliciosa, el vino de la casa acompaña genial. Lo recomiendo.",4,2025-06-03,es,Luis L.,True
C0008405,R005609,JUGUETERÍA VENUS,San Diego,ocio,"Highly recommended. The food was delicious, a wonderful experience.",4,2025-06-26,en,Marie G.,True
C0008406,R005610,MORENO,San Diego,restaurantes,"Nos encanto. Terraza agradable para cenar, la comida estaba deliciosa. Merece mucho la pena.",4,2025-09-15,es,Sergio M.,True
C0008407,R005610,MORENO,San Diego,restaurantes,"Decent for a quick visit, it was okay, average overall.",5,2024-10-07,en,Ivan L.,True
C0008408,R005612,EL CAPRICCETTO CAFETERIA PIZZERIA RESTAURANTE,Palomeras Bajas,restaurantes,"En general, el servicio algo lento pero amable, cumple para una comida rapida. Sin mas.",2,2023-08-08,es,Olivia H.,True
C0008409,R005613,PUPUSERIA LA CEIBA,Palomeras Bajas,restaurantes,"Ueberteuert, zu voll, nicht sauber.",2,2024-01-12,de,Sofia P.,True
C0008410,R005613,PUPUSERIA LA CEIBA,Palomeras Bajas,restaurantes,"Volveremos seguro. Terraza agradable para cenar, la comida estaba deliciosa, raciones generosas. Un 10.",4,2023-09-09,es,Chiara R.,True
C0008411,R005613,PUPUSERIA LA CEIBA,Palomeras Bajas,restaurantes,"Volveremos seguro. Ambiente acogedor, productos muy frescos. Lo recomiendo.",5,2024-01-23,es,Chiara P.,True
C0008412,R005614,ENIGMA,Palomeras Bajas,ocio,"Gran ambiente, un plan estupendo, perfecto para una tarde diferente. Merece mucho la pena.",5,2025-01-31,es,Chiara S.,True
C0008413,R005614,ENIGMA,Palomeras Bajas,ocio,"La verdad, bien aunque un poco caro, correcto para pasar el rato. Ni fu ni fa.",3,2025-03-09,es,Pablo P.,True
C0008414,R005616,BAR ANTONIA CAFE,Palomeras Bajas,restaurantes,"Personnel adorable, endroit magnifique, excellent rapport qualite-prix.",4,2024-09-26,fr,Tom V.,True
C0008415,R005616,BAR ANTONIA CAFE,Palomeras Bajas,restaurantes,"En general, carta corta pero suficiente, el servicio algo lento pero amable. Sin mas.",3,2025-09-14,es,Marta S.,True
C0008416,R005619,BAR PITORRA,Palomeras Sureste,restaurantes,"Muy recomendable. Terraza agradable para cenar, las tapas riquisimas, ambiente acogedor. Volveremos.",4,2024-11-19,es,Joao B.,True
C0008417,R005620,CERVECERIA EMIGRANTE,Palomeras Sureste,restaurantes,"Volveremos seguro. Cocina tradicional bien ejecutada, postres caseros deliciosos.",4,2024-08-31,es,Marco G.,True
C0008418,R005620,CERVECERIA EMIGRANTE,Palomeras Sureste,restaurantes,"Overall, a bit crowded, it was okay.",5,2023-11-05,en,Sofia C.,True
C0008419,R005620,CERVECERIA EMIGRANTE,Palomeras Sureste,restaurantes,"Muy recomendable. Cocina tradicional bien ejecutada, terraza agradable para cenar. Merece mucho la pena.",4,2025-11-21,es,Liam L.,True
C0008420,R005620,CERVECERIA EMIGRANTE,Palomeras Sureste,restaurantes,"En general, ambiente sencillo, precio ajustado. Cumple.",3,2025-01-12,es,Marta S.,True
C0008421,R005620,CERVECERIA EMIGRANTE,Palomeras Sureste,restaurantes,"Muy recomendable. Productos muy frescos, las tapas riquisimas. Volveremos.",5,2025-03-13,es,Hans C.,True
C0008422,R005620,CERVECERIA EMIGRANTE,Palomeras Sureste,restaurantes,"En general, carta corta pero suficiente, el servicio algo lento pero amable. Ni fu ni fa.",5,2023-03-23,es,Joao F.,True
C0008423,R005620,CERVECERIA EMIGRANTE,Palomeras Sureste,restaurantes,"Honestly, decent for a quick visit, it was okay, nothing special but fine.",4,2025-04-17,en,Sophie R.,True
C0008424,R005620,CERVECERIA EMIGRANTE,Palomeras Sureste,restaurantes,"Highly recommended. We loved every minute, stunning place, beautiful and well kept.",4,2023-08-15,en,Ivan L.,True
C0008425,R005620,CERVECERIA EMIGRANTE,Palomeras Sureste,restaurantes,"La verdad, carta corta pero suficiente, ambiente sencillo. Ni fu ni fa.",3,2024-08-07,es,Pedro L.,True
C0008426,R005620,CERVECERIA EMIGRANTE,Palomeras Sureste,restaurantes,"Highly recommended. Great value for money, beautiful and well kept, the staff were lovely.",5,2025-12-19,en,Sofia C.,True
C0008427,R005620,CERVECERIA EMIGRANTE,Palomeras Sureste,restaurantes,"Shame. Not very clean, would not return.",2,2024-05-28,en,Anna R.,True
C0008428,R005621,SAN CLAUDIO,Palomeras Sureste,restaurantes,"Ein wunderbares Erlebnis, freundliches Personal.",5,2023-03-19,de,Marco F.,True
C0008429,R005621,SAN CLAUDIO,Palomeras Sureste,restaurantes,"Repetiremos. La paella espectacular, el vino de la casa acompaña genial, raciones generosas. Merece mucho la pena.",5,2023-11-06,es,Luis C.,True
C0008430,R005622,PAPELERIA 1 X 2,Palomeras Sureste,ocio,"Highly recommended. Absolutely worth the visit, a wonderful experience, the food was delicious.",5,2025-08-29,en,Javier F.,True
C0008431,R005622,PAPELERIA 1 X 2,Palomeras Sureste,ocio,"Mediano, razoavel, bom para uma visita rapida.",3,2025-10-08,pt,Pablo T.,True
C0008432,R005625,"CAFETERÍA CHURRERÍA ""A LA PORRA""",Portazgo,restaurantes,"Highly recommended. We loved every minute, one of the highlights of our trip.",5,2025-05-14,en,Olivia C.,True
C0008433,R005625,"CAFETERÍA CHURRERÍA ""A LA PORRA""",Portazgo,restaurantes,"Repetiremos. Buena relacion calidad-precio, raciones generosas, productos muy frescos. Un 10.",5,2024-10-12,es,Hans L.,True
C0008434,R005625,"CAFETERÍA CHURRERÍA ""A LA PORRA""",Portazgo,restaurantes,"El servicio algo lento pero amable, cumple para una comida rapida, carta corta pero suficiente. Ni fu ni fa.",5,2023-04-18,es,Giulia T.,True
C0008435,R005625,"CAFETERÍA CHURRERÍA ""A LA PORRA""",Portazgo,restaurantes,"Nos encanto. El pescado y la carne de primera, raciones generosas, platos caseros llenos de sabor. Un 10.",5,2023-07-14,es,Ivan H.,True
C0008436,R005625,"CAFETERÍA CHURRERÍA ""A LA PORRA""",Portazgo,restaurantes,"Nos encanto. Cocina tradicional bien ejecutada, el servicio atento y cercano, raciones generosas. Merece mucho la pena.",5,2023-02-25,es,Sergio R.,True
C0008437,R005626,BAR CURRO,Portazgo,restaurantes,"Repetiremos. Las tapas riquisimas, platos caseros llenos de sabor, raciones generosas. Un 10.",5,2025-10-26,es,Carlos L.,True
C0008438,R005626,BAR CURRO,Portazgo,restaurantes,"Repetiremos. La paella espectacular, las tapas riquisimas, el pescado y la carne de primera. Lo recomiendo.",5,2023-02-22,es,Joao T.,True
C0008439,R005626,BAR CURRO,Portazgo,restaurantes,"Highly recommended. Absolutely worth the visit, stunning place, the food was delicious.",5,2024-07-18,en,Sophie C.,True
C0008440,R005626,BAR CURRO,Portazgo,restaurantes,"Nos encanto. Postres caseros deliciosos, raciones generosas.",4,2023-12-23,es,Pablo H.,True
C0008441,R005629,EL BOCADITO CALIENTE CATRACHO,Portazgo,restaurantes,"Servizio scadente, poco pulito.",2,2023-09-28,it,Ana M.,True
C0008442,R005629,EL BOCADITO CALIENTE CATRACHO,Portazgo,restaurantes,"Sadly, not very clean, poor service, not worth the money.",2,2025-06-23,en,Chiara T.,True
C0008443,R005629,EL BOCADITO CALIENTE CATRACHO,Portazgo,restaurantes,"Absolutely worth the visit, the food was delicious, the staff were lovely.",4,2025-03-10,en,Pedro P.,True
C0008444,R005629,EL BOCADITO CALIENTE CATRACHO,Portazgo,restaurantes,"Raciones generosas, cocina tradicional bien ejecutada, el pescado y la carne de primera. Un 10.",5,2023-07-28,es,John P.,True
C0008445,R005629,EL BOCADITO CALIENTE CATRACHO,Portazgo,restaurantes,"A bit crowded, decent for a quick visit.",3,2025-07-31,en,Elena G.,True
C0008446,R005629,EL BOCADITO CALIENTE CATRACHO,Portazgo,restaurantes,"Que decepcion. La comida llego fria, raciones escasas para el precio, caro para lo que ofrecen. Muy mejorable.",2,2023-07-21,es,Liam S.,True
C0008447,R005629,EL BOCADITO CALIENTE CATRACHO,Portazgo,restaurantes,"Para ser sinceros, carta corta pero suficiente, ambiente sencillo, raciones normales. Sin mas.",3,2025-03-22,es,Luis P.,True
C0008448,R005631,KINDALA SPORT CLUB,Portazgo,deporte,"Volveremos seguro. Material moderno y cuidado, piscina en buen estado, instalaciones limpias y bien equipadas. Un 10.",4,2024-01-21,es,Giulia B.,True
C0008449,R005631,KINDALA SPORT CLUB,Portazgo,deporte,"Para ser sinceros, cumple aunque a veces esta lleno, horarios mejorables, instalaciones algo antiguas. Sin mas.",3,2025-01-21,es,Javier P.,True
C0008450,R005631,KINDALA SPORT CLUB,Portazgo,deporte,"Endroit magnifique, personnel adorable.",4,2023-01-14,fr,Chiara B.,True
C0008451,R005631,KINDALA SPORT CLUB,Portazgo,deporte,"Repetiremos. Piscina en buen estado, perfecto para entrenar.",4,2023-02-15,es,Chiara S.,True
C0008452,R005636,BANDERÍN OPACO,San Diego,ocio,"Muy recomendable. Muy divertido y bien organizado, un plan estupendo.",4,2024-04-29,es,Luis G.,True
C0008453,R005637,GLOBALPISO,San Diego,ocio,"Highly recommended. One of the highlights of our trip, beautiful and well kept.",5,2025-11-25,en,Marta B.,True
C0008454,R005637,GLOBALPISO,San Diego,ocio,"Volveremos seguro. Ideal para ir con amigos, gran ambiente, un plan estupendo. Lo recomiendo.",5,2023-03-23,es,Marie S.,True
